,user_id,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance,institution_cat,account_type_cat,credit_type_cat,payment_frequency_cat
15,0,0.0,2015-06-03,2015-10-27,25000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
16,1,0.0,2004-07-11,,10400.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,19,7
17,1,0.0,2009-09-15,,20670.0,0.0,0.0,0.0,0.0,10.0,2011-03-01,2953.0,33,4,19,7
18,1,0.0,2012-05-25,,34710.0,0.0,0.0,0.0,43.0,13.0,2013-05-03,5785.0,33,4,19,7
19,1,0.0,2013-05-04,,21982.0,0.0,0.0,0.0,90.0,73.0,2014-11-08,20414.0,33,4,19,7
20,1,0.0,2015-01-01,,12036.0,0.0,12036.0,0.0,10.0,13.0,2015-02-28,12036.0,0,6,25,4
21,1,0.0,2009-09-22,,0.0,0.0,0.0,0.0,0.0,11.0,2011-03-01,1196.0,33,7,7,7
22,1,0.0,2006-08-16,,731.0,0.0,0.0,0.0,0.0,0.0,2011-03-01,0.0,39,7,16,4
23,1,4927.0,2004-05-18,,247552.0,638283.0,247552.0,146083.0,0.0,0.0,2011-03-01,0.0,27,3,4,4
24,2,400.0,2017-05-12,,16000.0,13400.0,0.0,200.0,10.0,2.0,2017-06-30,408.0,33,4,19,7
25,2,60.0,2017-05-12,,2400.0,2010.0,0.0,30.0,10.0,2.0,2017-06-30,61.0,33,4,19,7
26,2,0.0,2017-07-01,2017-07-29,3418.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,0,19,7
27,2,0.0,2017-07-05,2017-07-29,1476.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,0,19,7
28,2,855.0,2017-07-29,,3418.0,3418.0,0.0,0.0,0.0,0.0,,0.0,33,0,19,7
29,2,369.0,2017-07-29,,1476.0,1476.0,0.0,0.0,0.0,0.0,,0.0,33,0,19,7
30,2,0.0,2016-01-18,2016-04-01,1475.0,0.0,1475.0,0.0,0.0,0.0,,0.0,5,4,19,4
31,2,0.0,2014-08-06,2014-08-26,876.0,0.0,876.0,0.0,0.0,0.0,,0.0,5,4,19,4
32,3,366.0,2012-07-01,,25135.0,15290.0,25000.0,0.0,0.0,0.0,,0.0,5,4,23,6
33,3,14350.0,2011-04-12,,20650.0,14350.0,14350.0,14350.0,0.0,0.0,,0.0,5,6,25,4
34,4,0.0,2012-05-28,2016-06-22,16469.0,0.0,0.0,6852.0,0.0,0.0,,0.0,5,6,25,4
35,4,0.0,2012-05-28,2016-01-31,8725.0,0.0,12500.0,0.0,0.0,0.0,,0.0,5,6,25,4
36,4,0.0,2012-05-01,2015-06-10,37543.0,0.0,30000.0,11634.0,0.0,0.0,,0.0,5,6,25,4
37,4,0.0,2012-09-01,2014-10-27,0.0,0.0,48000.0,0.0,0.0,0.0,,0.0,5,6,25,4
38,4,0.0,2012-05-28,2014-09-30,8084.0,0.0,12500.0,0.0,0.0,0.0,,0.0,5,6,25,4
39,4,0.0,2012-05-01,2013-06-30,19275.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
40,5,0.0,2004-05-31,2004-10-10,4598.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,8,7
41,5,0.0,2011-07-25,2012-05-26,6143.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,1,7
42,5,0.0,2011-09-25,2012-05-26,3648.0,0.0,0.0,0.0,5.0,1.0,2011-10-16,70.0,33,4,14,7
43,5,895.0,2012-09-20,,4317.0,895.0,0.0,895.0,96.0,11.0,2014-02-06,1790.0,33,4,14,7
44,5,8263.0,2012-10-06,,13400.0,8263.0,0.0,8263.0,96.0,84.0,2015-02-14,8263.0,33,4,1,7
45,5,0.0,2008-01-12,2008-03-31,1300.0,0.0,1300.0,0.0,0.0,10.0,2008-03-29,1216.0,33,6,14,7
46,5,698.0,2015-03-14,,698.0,698.0,1000.0,698.0,15.0,6.0,2016-07-31,698.0,47,6,14,4
47,5,0.0,2006-03-29,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,7,7,7
48,5,1805.0,1998-12-30,,141384.0,224370.0,141384.0,3743.0,0.0,0.0,,0.0,27,3,4,4
49,5,0.0,2010-01-16,2016-02-29,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
50,5,0.0,2015-01-30,2015-02-09,7390.0,0.0,7390.0,0.0,0.0,0.0,,0.0,49,4,0,4
51,5,0.0,2015-01-29,2015-02-09,2463.0,0.0,2463.0,0.0,0.0,0.0,,0.0,49,4,0,4
52,5,0.0,2014-09-11,2015-01-28,12453.0,0.0,12.0,10284.0,0.0,0.0,,0.0,5,4,14,4
53,5,0.0,2011-11-25,2013-04-05,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
54,5,0.0,2011-05-04,2011-11-22,4800.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
55,5,0.0,2011-01-31,2011-07-30,2000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
56,5,0.0,2010-11-04,2011-05-04,4000.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,4,19,4
57,6,0.0,2013-07-05,2017-06-30,784.0,0.0,1197.0,0.0,0.0,0.0,,0.0,47,6,14,4
58,6,0.0,2014-12-10,,19544.0,5366.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
59,6,0.0,2014-05-08,,47497.0,37429.0,39000.0,0.0,0.0,0.0,,0.0,5,6,25,4
60,6,0.0,2014-08-29,,19420.0,10217.0,18300.0,0.0,0.0,0.0,,0.0,5,6,25,4
61,6,2157.0,2014-05-06,,33695.0,32809.0,31000.0,0.0,0.0,0.0,,0.0,5,6,25,4
62,6,199.0,2016-01-13,,2769.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
63,6,1960.0,2016-04-22,,25000.0,24661.0,25000.0,0.0,0.0,0.0,,0.0,5,6,25,4
64,6,298.0,2015-09-23,,9651.0,299.0,0.0,298.0,0.0,0.0,,0.0,4,4,2,4
65,6,17074.0,2015-09-23,,628448.0,15202.0,0.0,15201.0,0.0,0.0,,0.0,4,4,2,4
66,6,0.0,2015-09-25,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
67,6,0.0,2015-02-09,,69584.0,73986.0,72000.0,0.0,0.0,0.0,,0.0,5,6,25,4
68,6,0.0,2009-11-01,,12593.0,11378.0,12000.0,0.0,0.0,0.0,,0.0,5,6,25,4
69,6,0.0,2014-09-01,2016-10-17,40928.0,0.0,40928.0,0.0,0.0,0.0,,0.0,5,4,19,4
70,6,0.0,2009-11-03,2015-11-30,13493.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
71,6,0.0,2004-03-07,2012-04-30,10831.0,0.0,12800.0,0.0,0.0,0.0,,0.0,11,6,25,4
72,6,0.0,2008-07-26,2011-12-29,16304.0,0.0,14000.0,0.0,0.0,0.0,,0.0,49,6,14,4
73,7,394.0,2016-06-26,,20488.0,6304.0,0.0,0.0,15.0,8.0,2016-11-13,3165.0,34,4,19,7
74,7,0.0,2016-06-26,2016-07-08,1040.0,0.0,0.0,0.0,0.0,0.0,,0.0,34,4,19,7
75,7,220130.0,2016-01-15,,310921.0,220130.0,0.0,220130.0,0.0,0.0,,0.0,4,4,5,4
76,7,666.0,2015-07-03,,17000.0,15244.0,0.0,0.0,0.0,0.0,,0.0,6,4,16,4
77,7,507.0,2016-02-03,,964.0,507.0,1497.0,0.0,0.0,0.0,,0.0,47,6,14,4
78,7,400.0,2015-06-13,,450.0,400.0,0.0,0.0,0.0,0.0,,0.0,38,7,14,4
79,7,5008.0,2015-12-04,,54823.0,54037.0,52600.0,0.0,0.0,0.0,,0.0,5,6,25,4
80,7,6163.0,2016-01-08,,215705.0,160678.0,215705.0,18929.0,0.0,0.0,,0.0,4,4,2,4
81,7,899.0,2016-01-01,,30000.0,25995.0,30000.0,0.0,0.0,0.0,,0.0,5,4,23,4
82,7,4747.0,2016-02-23,,172413.0,170763.0,0.0,24136.0,0.0,0.0,,0.0,4,4,5,4
83,7,0.0,2006-03-12,2012-02-29,2570.0,0.0,2000.0,0.0,0.0,0.0,,0.0,16,7,14,4
84,8,977.0,2011-04-29,,977.0,977.0,7203.0,977.0,5.0,13.0,2017-01-31,977.0,52,4,0,4
85,8,1814.0,2011-12-15,,1814.0,1814.0,7203.0,1814.0,7.0,13.0,2017-01-31,1814.0,52,4,0,4
86,8,0.0,2011-05-14,,0.0,0.0,0.0,0.0,0.0,14.0,2012-01-21,1217.0,33,7,7,7
87,8,5827.0,2015-12-26,,5827.0,5827.0,0.0,5827.0,14.0,13.0,2017-05-31,5827.0,48,7,14,4
88,8,1186.0,2013-11-01,,2116.0,3707.0,0.0,3707.0,0.0,0.0,,0.0,21,4,19,6
89,9,0.0,2003-09-27,2005-04-05,8775.0,0.0,0.0,0.0,0.0,0.0,,0.0,53,4,8,7
90,9,8216.0,2013-10-12,,8216.0,8216.0,15906.0,8216.0,15.0,0.0,,0.0,49,4,0,4
91,9,1575.0,2013-06-19,,1575.0,1575.0,15906.0,1575.0,15.0,0.0,,0.0,49,4,0,4
92,9,18997.0,2015-04-24,,18997.0,18997.0,15906.0,18997.0,21.0,0.0,,0.0,49,4,14,4
93,9,0.0,2013-09-30,2014-12-30,8800.0,0.0,8800.0,12473.0,14.0,6.0,2014-12-31,12473.0,6,4,19,4
94,9,10864.0,2015-01-31,,10864.0,10864.0,15906.0,10864.0,22.0,0.0,,0.0,49,4,14,4
95,9,12221.0,2013-07-23,,12221.0,12221.0,15906.0,12221.0,15.0,0.0,,0.0,49,6,19,4
96,9,0.0,2012-01-20,2014-07-18,10087.0,0.0,10100.0,0.0,4.0,4.0,2014-06-30,4755.0,6,6,25,4
97,9,0.0,2014-07-18,2015-04-29,13101.0,0.0,13101.0,7070.0,8.0,6.0,2015-04-30,7070.0,6,6,25,4
98,9,0.0,2011-11-09,,0.0,0.0,0.0,0.0,0.0,13.0,2015-09-30,1809.0,48,7,14,4
99,10,0.0,2014-08-23,2017-02-21,0.0,0.0,0.0,0.0,7.0,13.0,2016-07-31,2523.0,25,4,6,4
100,10,11327.0,2017-05-15,,356115.0,294506.0,356115.0,0.0,0.0,0.0,,0.0,4,4,5,4
101,10,786.0,2011-08-06,,6035.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
102,10,1043.0,2009-06-20,,10767.0,5192.0,7000.0,0.0,0.0,0.0,,0.0,49,6,14,4
103,10,0.0,2017-03-22,,20000.0,0.0,20000.0,0.0,0.0,0.0,,0.0,5,6,25,4
104,10,0.0,2017-07-21,,13628.0,2232.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
105,10,1337.0,2013-09-25,,3106.0,0.0,2500.0,0.0,0.0,0.0,,0.0,16,7,14,4
106,10,0.0,2006-11-21,,1320.0,0.0,1.0,0.0,0.0,0.0,,0.0,49,6,25,4
107,10,0.0,2017-08-14,,257.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
108,10,0.0,2017-08-14,,625.0,0.0,1000.0,0.0,0.0,0.0,,0.0,16,7,14,4
109,10,0.0,2012-07-20,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,39,7,16,4
110,10,0.0,2010-11-01,2017-03-31,12957.0,0.0,10100.0,0.0,0.0,0.0,,0.0,5,6,25,4
111,10,0.0,2013-09-14,2016-02-18,600.0,0.0,740.0,0.0,0.0,0.0,,0.0,39,7,16,4
112,10,0.0,2012-12-06,2016-02-29,2556.0,0.0,1500.0,0.0,0.0,0.0,,0.0,16,7,14,4
113,10,0.0,2012-04-26,2014-11-30,4539.0,0.0,300.0,0.0,0.0,0.0,,0.0,16,7,14,4
114,10,0.0,2009-01-05,2013-06-30,2357.0,0.0,750.0,0.0,0.0,0.0,,0.0,16,7,14,4
115,11,0.0,2013-04-24,,3035.0,0.0,2200.0,0.0,0.0,0.0,,0.0,16,6,14,4
116,11,4360.0,2015-09-26,,56310.0,50638.0,55000.0,0.0,0.0,0.0,,0.0,49,6,25,4
117,11,2302.0,2013-12-31,,1978.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
118,11,0.0,2017-06-08,,0.0,0.0,49999.0,0.0,0.0,0.0,,0.0,5,6,25,4
119,11,7368.0,2016-10-30,,78056.0,74158.0,72000.0,0.0,0.0,0.0,,0.0,49,6,14,4
120,11,399.0,2015-03-20,,1395.0,399.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
121,11,0.0,2016-08-10,,20916.0,16983.0,18000.0,0.0,0.0,0.0,,0.0,5,6,25,4
122,11,10918.0,2013-11-21,,84662.0,42797.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
123,11,6032.0,2015-11-27,,154908.0,153771.0,148500.0,0.0,0.0,0.0,,0.0,5,6,25,4
124,11,0.0,2014-12-30,2016-04-30,164320.0,0.0,216600.0,0.0,0.0,0.0,,0.0,5,4,14,4
125,11,0.0,2014-03-24,2016-01-31,5000.0,0.0,5000.0,0.0,0.0,0.0,,0.0,5,4,14,4
126,12,0.0,2016-01-22,2016-07-07,15000.0,0.0,15000.0,0.0,1.0,1.0,2016-03-07,110.0,43,4,18,2
127,12,0.0,2016-07-07,2016-12-09,19000.0,0.0,15000.0,0.0,0.0,0.0,,0.0,43,4,18,2
128,12,0.0,2016-12-09,2017-07-21,19000.0,0.0,19000.0,0.0,0.0,0.0,,0.0,43,4,18,2
129,12,0.0,2016-12-28,,1045.0,0.0,1647.0,0.0,0.0,0.0,,0.0,16,6,14,4
130,12,0.0,2017-03-30,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38,7,16,4
131,12,0.0,2017-03-23,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48,7,14,4
132,12,138.0,2016-12-19,,5000.0,1328.0,5000.0,0.0,0.0,0.0,,0.0,5,6,25,4
133,12,0.0,2016-11-23,2017-11-24,16740.0,0.0,16740.0,0.0,0.0,0.0,,0.0,21,4,19,7
134,12,0.0,2015-12-09,2016-03-18,349.0,0.0,100.0,0.0,6.0,0.0,,0.0,16,6,14,4
135,13,1101.0,2008-10-09,,145075.0,214381.0,145075.0,884.0,4.0,1.0,2017-09-30,1092.0,39,3,13,4
136,13,0.0,2010-12-02,2014-12-26,194968.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
137,13,0.0,2014-08-18,2015-03-20,9001.0,0.0,9001.0,0.0,0.0,0.0,,0.0,6,4,19,2
138,13,0.0,2018-02-14,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,7,25,4
139,13,1015.0,2000-12-04,,6756.0,0.0,1400.0,0.0,1.0,0.0,,0.0,16,7,14,4
140,13,0.0,2005-09-01,2018-01-10,123242.0,0.0,82500.0,61234.0,8.0,0.0,,0.0,5,6,25,4
141,13,3367.0,2017-03-24,,70000.0,58463.0,0.0,0.0,2.0,0.0,,0.0,5,4,14,4
142,13,10583.0,2016-09-01,,312900.0,192089.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
143,13,3679.0,2016-09-01,,102320.0,76650.0,102320.0,0.0,0.0,0.0,,0.0,5,4,19,4
144,13,0.0,2007-08-01,2018-01-31,24568.0,0.0,15000.0,0.0,7.0,0.0,,0.0,21,6,25,4
145,13,0.0,2002-02-06,,11980.0,786.0,11980.0,0.0,0.0,0.0,,0.0,39,6,16,4
146,13,0.0,2011-11-13,2017-01-31,929.0,0.0,20000.0,0.0,3.0,0.0,,0.0,16,7,14,4
147,13,0.0,2009-10-07,2016-11-30,876.0,0.0,20000.0,0.0,0.0,0.0,,0.0,16,7,14,4
148,13,0.0,2015-05-08,2016-11-04,15904.0,0.0,0.0,0.0,4.0,0.0,,0.0,39,4,16,6
149,13,0.0,2016-01-05,2016-08-05,100000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
150,13,0.0,2007-08-01,2016-08-10,15817.0,0.0,15000.0,0.0,0.0,0.0,,0.0,5,6,25,4
151,13,0.0,2010-08-14,2016-06-30,648.0,0.0,2.0,0.0,3.0,0.0,,0.0,16,7,14,4
152,13,0.0,2010-02-02,2016-05-31,648.0,0.0,2.0,0.0,0.0,0.0,,0.0,16,7,14,4
153,13,0.0,2010-12-06,2015-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,5,4
154,13,0.0,2013-03-25,2014-09-25,184165.0,0.0,184165.0,0.0,1.0,0.0,,0.0,4,4,5,4
155,13,0.0,2011-01-01,2014-06-30,2200.0,0.0,2200.0,0.0,0.0,0.0,,0.0,5,4,23,6
156,13,0.0,2013-01-26,2014-05-26,43298.0,0.0,19400.0,0.0,6.0,0.0,,0.0,5,6,25,4
157,13,0.0,2007-01-01,2014-04-19,34500.0,0.0,34500.0,0.0,2.0,0.0,,0.0,5,4,23,6
158,13,0.0,2011-04-12,2013-12-09,59857.0,0.0,56000.0,0.0,5.0,0.0,,0.0,5,6,25,4
159,13,0.0,2003-02-16,2013-12-06,48116.0,0.0,40100.0,0.0,7.0,0.0,,0.0,5,6,25,4
160,13,9452.0,2010-12-02,2012-10-03,453527.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,5,4
161,14,37537.0,2012-06-28,,8715.0,37537.0,3500.0,37536.0,24.0,13.0,2016-06-30,37537.0,47,6,14,4
162,14,6390.0,2013-05-27,,22829.0,21840.0,21840.0,21840.0,0.0,0.0,,0.0,5,6,25,4
163,14,1030.0,2012-08-01,,19652.0,15528.0,15000.0,9140.0,0.0,0.0,,0.0,5,6,25,4
164,14,1210.0,2011-12-01,,22073.0,17337.0,15000.0,10350.0,0.0,0.0,,0.0,5,6,25,4
165,14,23210.0,2014-01-28,2015-07-07,23210.0,23210.0,20000.0,23210.0,0.0,0.0,,0.0,5,6,25,4
166,14,36223.0,2014-01-23,2015-05-01,39900.0,36223.0,39900.0,36223.0,0.0,0.0,,0.0,5,4,14,4
167,14,0.0,2014-01-28,2014-03-10,18985.0,0.0,20000.0,0.0,0.0,0.0,,0.0,5,6,25,4
168,14,0.0,2011-09-01,2011-12-18,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5,6,25,4
169,15,3879.0,2015-11-12,2017-06-06,30786.0,4655.0,0.0,4655.0,9.0,13.0,2017-06-30,4655.0,6,4,19,4
170,15,2546.0,2016-04-21,,1501.0,2546.0,0.0,2546.0,12.0,13.0,2017-05-31,2546.0,42,4,19,4
171,15,1699.0,2014-09-26,,1699.0,1699.0,0.0,1699.0,23.0,13.0,2016-11-30,1699.0,48,7,14,4
172,15,1838.0,2015-09-10,,1838.0,1838.0,0.0,1838.0,17.0,13.0,2017-06-30,12447.0,48,7,14,4
173,15,3289.0,2011-06-02,,3605.0,3289.0,2.0,0.0,6.0,0.0,,0.0,16,7,14,4
174,15,0.0,2012-05-24,2016-06-30,971.0,0.0,10000.0,0.0,15.0,0.0,,0.0,16,7,14,4
175,15,0.0,2016-04-21,2016-04-22,1501.0,0.0,1501.0,0.0,1.0,0.0,,0.0,21,4,19,4
176,16,0.0,2011-06-01,2013-02-28,1364.0,0.0,1364.0,0.0,45.0,52.0,2012-09-24,1364.0,53,6,14,7
177,16,0.0,2012-02-02,2012-09-27,7128.0,0.0,6400.0,7128.0,6.0,6.0,2012-09-30,7128.0,6,6,25,4
178,16,0.0,2012-08-24,2016-04-30,874.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
179,17,0.0,2012-09-27,2013-10-31,13435.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
180,17,0.0,2012-09-27,2013-10-31,23456.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
181,17,0.0,2008-11-14,2009-01-13,8580.0,0.0,0.0,0.0,0.0,0.0,,0.0,33,4,19,7
182,17,0.0,2010-11-15,2011-04-03,18257.0,0.0,0.0,0.0,0.0,2.0,2011-01-31,702.0,33,4,1,7
183,17,0.0,2013-07-29,,268.0,0.0,740.0,0.0,0.0,0.0,,0.0,38,7,14,4
184,17,2545.0,2015-12-27,,2617.0,0.0,10000.0,0.0,0.0,0.0,,0.0,16,7,14,4
185,17,121927.0,2015-09-15,,93000.0,121927.0,0.0,121927.0,0.0,0.0,,0.0,5,4,19,4
186,17,24686.0,2014-01-16,,61438.0,61438.0,39000.0,20774.0,0.0,0.0,,0.0,5,6,25,4
187,17,34375.0,2013-06-17,,34376.0,34375.0,21500.0,34375.0,0.0,0.0,,0.0,5,6,25,4
188,17,0.0,2017-01-17,,0.0,49879.0,0.0,0.0,0.0,0.0,,0.0,5,6,25,4
189,17,0.0,2014-08-27,2017-03-29,46231.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,3,15,4
190,17,0.0,2009-09-26,2014-01-31,2731.0,0.0,4950.0,0.0,0.0,0.0,,0.0,16,7,14,4
191,17,0.0,2009-04-26,2012-10-01,7591.0,0.0,6000.0,0.0,0.0,0.0,,0.0,49,6,14,4
192,18,0.0,2013-06-25,2014-07-28,43513.0,0.0,0.0,0.0,0.0,0.0,,0.0,24,4,19,4
193,18,467.0,2017-04-12,,6143.0,2996.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,7
194,18,46319.0,2013-02-11,,47000.0,46319.0,0.0,46319.0,0.0,0.0,,0.0,5,4,23,6
195,18,3772.0,2014-06-30,,354721.0,456370.0,354721.0,52803.0,0.0,0.0,,0.0,27,3,4,4
196,18,1460.0,2014-07-28,,26283.0,17897.0,0.0,13526.0,0.0,0.0,,0.0,26,4,19,4
197,18,360.0,2014-07-30,,6472.0,3326.0,0.0,1888.0,0.0,0.0,,0.0,26,4,19,4
198,18,1132.0,2012-10-18,,11110.0,132075.0,0.0,132075.0,0.0,0.0,,0.0,21,4,19,6
199,18,594.0,2016-01-23,,317.0,594.0,740.0,594.0,0.0,0.0,,0.0,39,7,16,4
200,18,0.0,2012-12-11,2013-12-27,5659.0,0.0,5700.0,7533.0,0.0,0.0,,0.0,5,6,25,4
201,18,0.0,2013-08-27,2013-12-23,9066.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,7
202,18,0.0,2013-05-07,2013-08-28,6007.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,7
203,18,0.0,2012-05-22,2013-02-11,40000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
204,18,0.0,2012-08-06,2012-11-26,5000.0,0.0,5000.0,0.0,0.0,0.0,,0.0,21,4,19,7
205,18,0.0,2012-02-08,2012-05-22,21000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,19,4
206,19,4334.0,2014-08-08,,4334.0,4334.0,21609.0,4334.0,10.0,13.0,2017-01-31,4334.0,52,4,0,4
207,19,1922.0,2014-10-01,,1922.0,1922.0,21609.0,1922.0,10.0,13.0,2017-01-31,1922.0,52,4,0,4
208,19,2159.0,2014-09-08,,2159.0,2159.0,21609.0,2159.0,10.0,13.0,2017-01-31,2159.0,52,4,0,4
209,19,5582.0,2017-11-09,,3000.0,5582.0,0.0,1395.0,1.0,1.0,2017-11-30,1395.0,42,4,19,4
210,19,0.0,2014-04-08,2015-02-04,2610.0,0.0,17217.0,0.0,0.0,0.0,,0.0,52,6,14,4
211,19,0.0,2008-04-05,,1866.0,0.0,1.0,0.0,0.0,0.0,,0.0,49,6,25,4
212,19,2619.0,2016-02-17,,3163.0,2619.0,0.0,0.0,0.0,0.0,,0.0,16,7,14,4
213,19,0.0,2015-01-09,2017-03-29,54925.0,0.0,50000.0,40813.0,11.0,0.0,,0.0,5,6,25,4
214,19,0.0,2015-02-14,2017-02-28,1336.0,0.0,1.0,0.0,15.0,0.0,,0.0,16,7,14,4
215,19,0.0,2016-02-17,2016-07-31,231.0,0.0,0.0,0.0,4.0,0.0,,0.0,16,7,14,4
216,19,0.0,2013-09-23,2016-02-16,3007.0,0.0,0.0,0.0,1.0,0.0,,0.0,16,7,14,4
217,19,0.0,2012-10-02,2015-12-30,20000.0,0.0,0.0,0.0,0.0,0.0,,0.0,5,4,14,4
218,19,0.0,2015-01-09,2015-09-10,54925.0,0.0,50000.0,0.0,1.0,0.0,,0.0,5,6,25,4
219,19,0.0,2010-11-01,2013-09-30,1758.0,0.0,0.0,0.0,2.0,0.0,,0.0,16,7,14,4
220,20,3287.0,2016-11-01,,3287.0,3287.0,0.0,3287.0,11.0,13.0,2017-11-30,3287.0,25,4,6,4
221,20,20272.0,2013-12-12,,20272.0,20272.0,20272.0,20272.0,7.0,13.0,2014-10-31,20272.0,0,4,25,4
222,20,0.0,2005-11-05,2010-10-22,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,38,7,14,4
223,20,7724.0,2015-11-13,,7724.0,7724.0,0.0,7724.0,15.0,13.0,2017-10-31,7724.0,48,7,14,4
224,20,1699.0,2014-04-14,,1699.0,1699.0,0.0,1699.0,4.0,0.0,,0.0,16,7,16,4
225,20,0.0,2007-01-01,2017-03-31,20272.0,0.0,8500.0,0.0,0.0,0.0,,0.0,5,6,25,4
226,21,0.0,2015-06-22,2015-10-13,6081.0,0.0,6081.0,0.0,0.0,0.0,,0.0,6,4,19,7
227,21,0.0,2015-10-19,2016-02-09,9075.0,0.0,9075.0,0.0,0.0,0.0,,0.0,6,4,19,7
228,21,0.0,2016-02-09,2016-06-01,13071.0,0.0,13071.0,0.0,0.0,0.0,,0.0,6,4,19,7
229,21,0.0,2016-03-15,2016-06-01,4502.0,0.0,4502.0,0.0,6.0,1.0,2016-03-23,502.0,6,4,19,7
230,21,0.0,2016-06-09,2016-10-19,20077.0,0.0,20077.0,0.0,3.0,3.0,2016-10-12,1469.0,6,4,19,7
